humidity,precipMM,tempC,windspeedKmph,HeatIndexC
76,0,23,4,25
76,0,23,4,25
76,0,22,4,25
73,0,24,5,26
70,0,25,6,27
66,0,25,7,26
61,0,26,8,28
56,0,28,9,29
51,0,29,9,31
51,0,31,8,33
51,0,31,6,33
51,0,31,4,33
55,0,30,5,32
59,0,30,6,32
63,1.4,29,7,31
66,1.7,29,7,30
70,0.4,27,7,29
74,0.2,26,7,28
75,0.1,25,6,27
75,1.5,24,5,26
76,1.9,24,4,26
76,0.1,24,4,26
77,0.1,24,4,26
77,0.4,24,4,26
78,0.4,24,3,25
79,0.3,23,3,25
80,0.2,23,3,25
78,0.2,24,4,26
75,0,24,4,26
73,0,24,5,26
67,0,25,6,27
61,0,27,6,29
54,1.2,29,7,30
53,0,30,6,32
52,0,31,6,33
51,0.1,31,5,33
55,0.1,30,6,31
60,2.3,29,7,31
64,2.1,27,9,28
67,0.3,26,7,28
71,0,26,6,27
74,1.3,25,4,27
75,0,25,4,26
75,1.5,24,3,26
76,2,24,3,26
77,0,24,3,25
78,0,23,3,25
80,0,23,3,25
79,0,23,3,25
79,0,22,4,25
79,0,22,5,25
75,0,24,7,26
71,0,24,8,26
67,0,24,6,26
60,0,25,8,27
53,0,27,9,29
46,0,29,10,30
44,0,30,11,31
41,0,31,12,32
39,0,32,12,32
41,0,31,12,31
44,0,30,9,30
46,0,29,6,29
48,0,28,7,28
49,0,27,8,27
51,0,26,5,27
51,0,25,6,26
52,0,25,3,26
52,0,24,0,25
56,0,24,1,25
60,0,24,2,25
64,0,23,3,25
63,0,23,4,25
63,0,22,5,25
62,0,22,5,25
59,0,23,6,25
56,0,23,7,25
52,0,23,8,25
48,0,24,8,26
43,0,27,9,28
39,0,29,9,29
38,0,31,9,31
36,0,31,8,31
35,0,32,7,32
38,0,31,7,31
40,0,31,6,31
43,0,30,5,31
44,0,30,6,30
46,0,29,7,29
48,0,27,8,28
49,0,25,6,26
50,0,25,4,26
51,0,24,3,25
52,0,24,3,25
54,0,23,4,25
56,0,23,4,25
55,0,22,6,25
55,0,22,7,25
54,0,22,8,24
52,0,23,8,25
50,0,22,9,25
48,0,22,9,25
46,0,24,10,25
44,0,26,10,27
41,0,29,11,29
38,0,30,9,30
35,0,32,6,32
32,0,33,4,33
36,0,32,4,32
39,0,31,4,31
43,0,31,4,31
45,0,30,5,30
48,0,29,6,29
50,0,27,8,27
52,0,25,6,26
54,0,24,5,25
56,0,24,4,25
57,0,23,4,25
59,0,23,4,25
60,0,23,4,25
60,0,22,5,25
60,0,22,5,25
60,0,22,6,24
58,0,23,7,25
56,0,24,8,25
54,0,24,9,25
50,0,24,8,26
45,0,27,7,28
41,0,29,6,30
38,0,31,6,31
35,0,32,6,32
32,0,33,6,32
36,0,31,6,31
39,0,31,6,31
43,0,31,5,30
44,0,30,5,30
45,0,29,6,29
46,0,27,6,27
48,0,25,5,26
49,0,25,4,26
51,0,24,3,25
53,0,24,3,25
55,0,23,4,25
57,0,23,4,25
58,0,23,4,25
59,0,22,5,25
59,0,22,5,25
56,0,22,6,25
52,0,23,7,25
48,0,24,8,25
44,0,25,7,26
40,0,27,7,28
36,0,29,6,29
34,0,31,6,31
32,0,32,6,31
31,0,32,6,32
34,0,31,6,31
37,0,31,6,30
40,0,31,6,30
41,0,30,6,29
42,0,29,6,28
42,0,27,6,27
44,0,25,5,26
46,0,25,4,26
48,0,25,3,26
51,0,23,3,25
55,0,23,3,25
58,0,23,3,25
58,0,23,4,25
58,0,23,5,25
58,0,23,6,25
55,0,23,6,25
51,0,23,6,25
47,0,23,7,25
43,0,24,6,26
38,0,27,6,27
34,0,29,5,29
31,0,30,6,30
29,0,32,7,31
26,0,33,8,32
30,0,32,7,31
34,0,31,6,30
37,0,31,6,30
39,0,30,6,29
41,0,29,7,28
43,0,27,7,27
44,0,26,6,26
46,0,25,4,26
48,0,25,3,25
48,0,24,4,25
49,0,23,5,25
49,0,22,6,24
49,0,22,6,24
49,0,21,6,24
49,0,21,6,21
47,0,22,6,24
45,0,22,6,24
43,0,23,7,25
38,0,24,6,25
33,0,26,5,26
29,0,28,4,28
27,0,30,6,28
26,0,31,7,29
24,0,32,8,31
27,0,31,7,30
31,0,30,6,29
34,0,30,4,29
36,0,30,4,28
37,0,28,4,28
39,0,26,4,26
42,0,25,3,26
45,0,25,2,25
48,0,24,1,25
49,0,23,2,25
50,0,23,2,25
52,0,23,3,25
50,0,22,3,24
48,0,22,4,24
46,0,21,4,21
44,0,22,6,24
42,0,23,7,24
39,0,23,8,25
35,0,24,8,25
30,0,26,7,26
26,0,28,7,27
25,0,30,6,28
24,0,31,4,29
23,0,32,2,30
27,0,32,3,31
32,0,31,4,30
36,0,30,5,29
40,0,29,6,28
43,0,28,7,27
46,0,26,8,26
49,0,24,6,25
52,0,24,5,25
56,0,24,4,25
56,0,22,3,25
57,0,22,3,25
58,0,22,3,24
56,0,22,3,25
55,0,22,3,24
53,0,21,3,24
50,0,22,4,24
47,0,22,5,25
44,0,23,6,25
38,0,24,7,25
33,0,26,7,26
27,0,29,8,28
26,0,30,7,29
25,0,31,6,29
24,0,32,6,30
28,0,32,5,31
32,0,31,4,31
36,0,30,4,30
40,0,30,3,29
43,0,29,2,28
46,0,26,1,26
47,0,26,1,26
48,0,24,1,25
49,0,24,1,25
49,0,22,2,25
48,0,21,4,24
48,0,21,5,24
47,0,22,5,24
46,0,21,5,24
45,0,21,5,21
44,0,22,6,24
43,0,21,7,24
42,0,22,8,24
38,0,22,11,25
33,0,25,14,26
29,0,28,12,27
27,0,30,17,28
25,0,30,17,29
23,0,31,17,29
25,0,30,13,28
28,0,31,10,29
30,0,30,6,28
31,0,29,8,28
31,0,28,9,26
31,0,26,10,25
33,0,25,8,25
34,0,23,5,24
35,0,23,3,24
38,0,22,4,24
42,0,22,5,24
45,0,22,6,24
45,0,21,7,21
46,0,20,7,20
46,0,20,7,20
45,0,20,8,20
43,0,20,8,20
41,0,21,9,21
37,0,22,11,24
33,0,25,13,25
30,0,27,15,27
27,0,30,13,29
25,0,31,12,30
23,0,32,10,30
27,0,32,8,30
32,0,31,6,30
36,0,31,4,30
36,0,30,4,29
35,0,29,5,27
35,0,27,6,26
36,0,25,5,25
37,0,24,3,25
38,0,23,2,24
39,0,23,3,24
39,0,23,5,24
40,0,22,6,24
40,0,22,6,24
40,0,21,6,24
40,0,21,6,21
39,0,22,7,24
39,0,22,9,24
39,0,22,10,24
40,0,23,10,25
41,0,26,9,26
42,0,28,9,28
38,0,30,7,29
34,0,31,5,31
30,0,33,4,32
34,0,32,4,32
37,0,31,4,31
41,0,31,4,31
41,0,30,5,29
42,0,29,6,28
43,0,27,6,27
44,0,25,5,25
45,0,24,4,25
46,0,24,2,25
50,0,23,2,25
54,0,23,2,25
58,0,22,2,25
58,0,22,3,25
59,0,22,3,24
59,0,22,4,25
55,0,23,5,25
51,0,24,6,25
47,0,24,7,25
46,0,25,7,26
44,0,27,7,27
43,0,29,7,30
42,0,31,5,31
41,0,32,3,33
40,0,33,1,34
44,0,32,2,33
48,0,30,2,32
52,0,31,3,32
55,0,30,5,31
58,0,29,7,30
61,0,27,9,28
61,0,26,8,27
62,0,25,6,26
62,0,24,4,25
62,0,24,3,25
62,0,23,3,25
62,0,23,2,25
63,0,23,3,25
64,0,23,3,25
66,0,23,4,25
62,0,24,5,25
58,0,24,7,25
55,0,24,8,25
53,0,25,11,26
51,0,27,9,28
50,0,29,11,30
50,0,30,11,32
51,0,30,11,32
51,0,30,10,32
55,1,29,12,30
58,1.9,28,9,29
62,0.9,27,7,28
64,0.3,26,6,27
67,0.9,25,5,27
70,0.8,25,3,26
71,0.1,25,3,26
72,0.1,24,2,26
73,0,24,2,26
74,0,24,3,26
74,0,24,3,25
75,1.1,23,4,25
75,0,23,5,25
75,0,23,6,25
75,1.3,23,6,25
73,0,24,7,25
71,0,23,8,25
69,0,24,9,26
63,0,25,10,26
58,0,26,11,28
53,0,28,13,30
53,0,30,10,31
54,1.3,30,8,31
54,1.7,30,6,31
57,0,29,6,30
60,2,28,7,29
63,4.2,27,8,28
66,1,26,6,27
69,0.5,25,5,27
73,0.2,24,3,26
73,0,24,3,26
74,0,24,3,25
74,0,23,4,25
75,0,23,3,25
76,0,23,3,25
77,0,22,3,25
78,0,22,3,25
78,0,22,2,24
79,0,22,2,24
75,0,23,3,25
71,0,23,5,25
67,0,24,6,26
61,0,24,9,26
55,0,26,12,28
50,0,28,10,29
48,0.1,28,13,30
47,0,29,12,30
46,0,29,11,30
48,0,29,9,29
50,0,28,8,29
53,0,28,6,30
55,0.3,28,5,29
58,0.1,27,4,28
60,0.2,26,3,27
59,0,24,2,26
58,0,24,2,25
56,0,24,1,25
61,0,23,2,25
67,0,23,2,25
72,0,23,3,25
70,0,22,5,25
68,0,22,7,25
66,0,22,9,24
64,0,22,10,25
62,0,22,10,24
60,0,22,11,25
55,0,23,12,25
49,0,25,14,27
43,0,27,15,28
41,0,29,15,29
39,0,30,15,30
37,0,30,15,30
39,0,29,12,29
42,0,30,9,30
45,0,29,6,29
46,0,29,7,29
47,0,27,9,27
48,0,26,10,26
49,0,25,9,26
50,0,24,8,25
51,0,23,6,25
52,0,22,8,24
52,0,22,9,24
53,0,21,10,24
54,0,21,11,21
55,0,20,11,20
56,0,20,12,20
56,0,21,13,21
56,0,21,14,21
56,0,21,15,21
50,0,22,16,25
44,0,24,17,25
38,0,26,18,27
35,0,29,18,28
32,0,30,18,29
29,0,30,17,29
32,0,30,14,29
35,0,29,11,28
38,0,29,8,29
41,0,28,8,28
43,0,27,8,27
46,0,25,8,26
49,0,24,7,25
52,0,23,5,25
55,0,23,4,25
54,0,22,6,25
54,0,22,7,24
53,0,21,9,21
54,0,21,9,21
55,0,20,8,20
56,0,20,8,20
54,0,19,8,19
53,0,20,8,20
51,0,21,8,21
47,0,21,10,24
42,0,24,12,25
37,0,26,14,26
35,0,29,13,28
33,0,29,12,29
32,0,30,10,29
36,0,29,8,29
41,0,30,5,29
45,0,29,2,29
46,0,29,2,28
46,0,27,3,27
47,0,26,3,26
49,0,24,2,25
51,0,23,1,25
53,0,23,1,25
53,0,23,1,25
54,0,23,2,25
54,0,23,2,25
54,0,23,3,25
54,0,22,4,25
53,0,22,5,24
53,0,22,6,25
53,0,23,7,25
52,0,22,9,25
48,0,22,10,25
44,0,24,11,26
40,0,27,12,27
39,0,29,11,28
37,0,29,9,29
36,0,30,8,29
39,0,29,6,29
43,0,29,5,29
46,0,29,3,29
49,0,28,3,28
52,0,27,2,27
54,0,26,2,26
54,0,25,2,26
54,0,23,2,25
54,0,23,2,25
55,0,23,3,25
57,0,23,4,25
58,0,23,5,25
58,0,22,5,25
58,0,22,6,24
57,0,21,6,21
55,0,22,8,24
53,0,21,9,21
52,0,20,10,20
47,0,21,10,24
43,0,24,10,25
38,0,26,10,26
36,0,28,10,28
33,0,30,9,30
31,0,32,8,31
35,0,30,7,30
39,0,29,5,29
43,0,30,4,29
44,0,29,4,28
46,0,27,5,27
47,0,26,5,26
48,0,24,5,25
48,0,24,5,25
49,0,23,5,25
50,0,23,6,25
52,0,22,7,24
53,0,22,8,24
54,0,21,8,21
54,0,20,9,20
55,0,20,9,20
52,0,19,10,19
50,0,19,11,19
47,0,19,12,19
42,0,20,12,20
37,0,23,13,25
33,0,26,14,26
30,0,28,13,27
28,0,29,13,28
26,0,30,13,28
29,0,29,10,28
33,0,29,8,28
36,0,29,5,28
39,0,29,5,28
42,0,27,4,27
45,0,26,3,26
45,0,24,3,25
44,0,24,3,25
44,0,23,3,24
44,0,22,4,24
44,0,21,6,21
44,0,20,8,20
45,0,19,8,19
46,0,19,8,19
47,0,18,9,18
47,0,18,9,18
46,0,19,9,19
46,0,19,9,19
42,0,20,11,20
38,0,23,12,25
34,0,26,13,26
32,0,28,13,27
31,0,28,12,27
29,0,29,12,28
32,0,29,10,28
36,0,28,9,27
39,0,29,7,28
42,0,28,6,27
45,0,27,4,26
48,0,25,3,25
48,0,23,3,25
48,0,22,3,24
47,0,21,4,24
51,0,21,4,21
54,0,20,5,20
57,0,20,5,20
57,0,20,5,20
58,0,19,5,19
58,0,18,5,18
56,0,19,6,19
53,0,21,8,21
51,0,20,9,20
46,0,21,11,21
41,0,23,14,25
37,0,25,12,26
35,0,27,16,27
32,0,28,15,27
30,0,28,15,27
33,0,28,11,27
36,0,28,8,27
39,0,28,5,27
42,0,27,4,27
45,0,26,4,26
48,0,24,3,25
47,0,23,3,25
46,0,23,3,24
46,0,22,3,24
49,0,21,4,24
51,0,21,4,24
54,0,20,5,20
54,0,19,7,19
54,0,20,9,20
55,0,19,10,19
54,0,18,10,18
53,0,19,10,19
52,0,19,10,19
48,0,20,11,20
43,0,23,11,25
38,0,25,12,26
35,0,28,12,27
32,0,29,12,28
29,0,30,12,28
32,0,29,10,28
35,0,28,8,28
38,0,29,6,28
40,0,28,6,27
42,0,27,6,26
44,0,25,6,25
45,0,24,5,25
46,0,21,5,24
47,0,20,5,20
49,0,19,5,19
50,0,19,5,19
52,0,18,7,18
52,0,18,7,18
52,0,17,7,17
52,0,17,7,17
50,0,18,8,18
49,0,18,9,18
48,0,19,9,19
44,0,19,10,19
40,0,22,11,24
36,0,24,12,25
34,0,26,11,26
32,0,27,11,26
30,0,28,10,27
33,0,26,10,26
36,0,27,9,26
39,0,26,8,26
42,0,26,7,25
44,0,24,6,25
47,0,23,5,24
47,0,22,5,24
48,0,21,5,24
49,0,20,5,20
51,0,19,6,19
54,0,18,7,18
56,0,17,8,17
57,0,17,7,17
58,0,17,7,17
59,0,16,7,16
57,0,18,8,18
56,0,17,9,17
54,0,18,10,18
49,0,19,11,19
44,0,22,12,25
39,0,25,13,25
37,0,27,10,26
35,0,29,7,28
34,0,30,4,29
36,0,28,5,28
39,0,27,6,27
42,0,28,7,27
44,0,27,8,26
46,0,25,8,26
48,0,24,9,25
49,0,23,9,25
51,0,21,8,24
52,0,21,8,21
53,0,20,9,20
55,0,19,9,19
56,0,19,9,19
57,0,18,9,18
59,0,18,9,18
61,0,17,9,17
59,0,19,9,19
57,0,19,9,19
55,0,19,9,19
49,0,20,11,20
44,0,23,12,25
38,0,25,14,26
36,0,27,13,27
34,0,28,12,27
32,0,29,12,28
35,0,28,10,27
39,0,28,9,28
42,0,28,8,27
45,0,27,7,27
49,0,26,6,26
52,0,24,6,25
53,0,23,6,25
54,0,22,7,25
56,0,21,7,21
58,0,20,7,20
60,0,20,8,20
63,0,19,8,19
64,0,19,8,19
65,0,19,8,19
66,0,18,8,18
63,0,19,10,19
61,0,20,11,20
58,0,20,12,20
54,0,20,13,20
50,0,23,13,25
46,0,27,14,27
43,0,27,13,27
40,0,28,12,28
38,0,29,10,29
41,0,28,9,28
45,0,28,8,28
48,0,28,6,28
52,0,27,5,27
56,0,26,5,26
60,0,24,4,26
62,0,24,3,25
63,0,23,3,25
65,0,23,2,25
65,0,22,3,25
64,0,22,4,25
63,0,22,5,24
64,0,21,6,24
64,0,21,6,21
65,0,20,6,20
62,0,21,6,21
60,0,22,6,25
58,0,22,7,25
54,0,22,6,25
50,0,25,6,26
47,0,27,6,28
44,0,29,4,30
41,0,30,2,30
38,0,31,1,31
41,0,30,1,30
44,0,29,1,29
48,0,29,1,29
52,0,28,2,28
56,0,27,2,27
61,0,25,3,26
61,0,24,3,26
61,0,22,3,25
61,0,22,3,25
62,0,22,3,24
63,0,21,3,24
64,0,21,3,21
65,0,20,4,20
66,0,20,4,20
67,0,20,5,20
61,0,21,5,21
56,0,21,5,24
50,0,22,5,25
47,0,23,4,25
45,0,25,3,26
42,0,28,2,28
40,0,29,2,29
37,0,31,2,31
35,0,31,2,31
38,0,30,3,30
40,0,29,4,29
43,0,29,4,29
46,0,28,6,28
49,0,27,7,27
51,0,25,9,26
52,0,24,8,25
53,0,23,6,25
53,0,22,5,25
56,0,22,4,24
58,0,21,4,24
60,0,21,3,21
60,0,21,4,21
60,0,20,4,20
60,0,20,5,20
55,0,21,6,24
50,0,21,6,24
46,0,22,7,24
43,0,22,7,25
40,0,25,6,26
37,0,27,6,27
37,0,28,5,28
37,0,29,5,29
37,0,31,4,31
40,0,30,4,31
43,0,30,5,30
46,0,30,5,30
50,0,29,6,29
53,0,28,8,28
56,0,26,9,26
57,0,25,7,26
59,0,23,6,25
60,0,22,5,25
60,0,22,4,25
60,0,22,4,25
60,0,21,4,24
62,0,21,3,24
63,0,21,3,21
64,0,21,2,21
60,0,22,3,25
56,0,22,4,25
51,0,23,5,25
48,0,23,5,25
45,0,25,5,26
42,0,27,5,28
41,0,28,6,29
40,0,30,8,30
39,0,31,9,31
42,0,29,10,30
45,0,29,10,30
48,0,29,11,29
51,0,28,11,28
53,0,27,10,27
55,0,25,10,26
55,0,24,9,26
55,0,23,7,25
54,0,23,5,25
57,0,22,5,25
59,0,22,4,25
61,0,22,4,25
63,0,21,3,24
65,0,21,3,21
67,0,20,2,20
61,0,22,3,25
56,0,22,5,25
50,0,22,6,25
47,0,23,6,25
43,0,25,6,26
39,0,27,6,28
37,0,29,8,29
36,0,30,5,30
34,0,31,12,30
37,0,29,13,29
39,0,30,14,29
42,0,29,15,28
44,0,28,13,28
46,0,26,10,27
47,0,25,8,26
48,0,24,7,25
49,0,22,6,24
49,0,22,5,24
51,0,22,5,24
52,0,22,5,24
53,0,21,5,24
54,0,20,6,20
55,0,20,6,20
55,0,19,6,19
52,0,20,6,20
49,0,20,5,20
46,0,20,4,20
39,0,21,6,24
33,0,23,8,25
26,0,26,10,26
24,0,27,11,26
22,0,29,13,27
20,0,29,14,27
23,0,28,13,26
26,0,28,11,26
29,0,27,9,26
31,0,26,8,25
33,0,25,8,25
34,0,22,7,24
35,0,22,7,24
35,0,21,6,24
36,0,21,6,21
37,0,19,6,19
39,0,19,5,19
40,0,18,5,18
41,0,18,5,18
42,0,18,5,18
43,0,18,5,18
41,0,18,6,18
39,0,18,6,18
37,0,19,7,19
33,0,20,7,20
29,0,21,8,24
25,0,24,8,24
24,0,26,7,25
22,0,28,6,26
21,0,29,4,27
24,0,30,5,28
26,0,29,5,28
29,0,28,5,27
30,0,27,6,26
31,0,26,6,25
32,0,24,6,24
34,0,22,4,24
35,0,22,3,24
37,0,21,2,21
40,0,21,2,21
44,0,20,3,20
47,0,20,4,20
47,0,19,3,19
46,0,19,3,19
46,0,18,3,18
46,0,19,3,19
46,0,20,3,20
46,0,21,3,21
41,0,21,3,24
36,0,23,3,25
32,0,26,2,26
30,0,27,3,26
27,0,28,4,27
25,0,29,5,27
29,0,29,6,28
33,0,27,7,27
36,0,27,9,27
42,0,26,9,26
47,0,25,9,25
52,0,23,9,24
55,0,21,8,24
57,0,21,6,24
60,0,21,5,24
62,0,19,5,19
64,0,19,6,19
66,0,19,6,19
64,0,18,6,18
63,0,18,7,18
61,0,17,7,17
57,0,17,9,17
52,0,17,11,17
48,0,17,13,17
43,0,18,10,18
38,0,21,11,21
33,0,24,11,25
31,0,25,14,25
30,0,27,13,26
28,0,28,12,26
30,0,27,11,26
32,0,27,9,26
34,0,27,7,26
35,0,26,9,25
36,0,25,10,25
37,0,23,12,24
39,0,22,10,24
41,0,21,8,21
43,0,20,7,20
46,0,19,8,19
49,0,18,9,18
52,0,18,10,18
53,0,18,11,18
54,0,18,12,18
56,0,18,13,18
54,0,18,14,18
53,0,18,15,18
51,0,19,16,19
49,0,20,15,20
46,0,21,14,24
44,0,23,13,25
41,0,25,13,25
39,0,27,13,27
36,0,28,14,27
39,0,27,13,27
41,0,26,13,26
43,0,26,13,26
45,0,25,13,26
47,0,24,14,25
49,0,23,14,25
50,0,22,11,25
51,0,22,8,24
52,0,21,5,24
54,0,21,7,21
56,0,20,10,20
57,0,19,13,19
57,0,19,13,19
57,0,19,13,19
57,0,18,13,18
57,0,18,14,18
57,0,18,15,18
57,0,19,15,19
52,0,20,14,20
48,0,22,13,24
44,0,24,16,25
41,0,26,18,26
38,0,27,18,26
36,0,28,15,27
37,0,27,15,26
39,0,26,15,26
40,0,26,14,26
42,0,26,14,26
45,0,24,14,25
47,0,23,14,24
49,0,22,11,24
50,0,21,8,24
51,0,21,5,21
53,0,20,7,20
56,0,20,9,20
58,0,19,10,19
59,0,18,11,18
61,0,18,11,18
62,0,18,12,18
60,0,17,13,17
58,0,18,14,18
55,0,19,15,19
50,0,19,14,19
45,0,21,13,21
39,0,23,12,25
38,0,25,15,25
36,0,26,11,26
34,0,27,10,27
35,0,26,12,26
36,0,27,13,26
37,0,26,10,26
38,0,25,13,25
39,0,24,8,24
41,0,22,12,24
41,0,21,9,24
41,0,20,7,20
41,0,20,4,20
43,0,19,6,19
45,0,18,7,18
47,0,17,9,17
48,0,16,9,16
50,0,16,9,16
52,0,16,8,16
50,0,17,9,17
49,0,16,10,16
47,0,16,10,16
42,0,17,12,17
37,0,20,13,20
32,0,22,15,24
30,0,23,14,24
28,0,26,12,25
25,0,27,11,26
28,0,26,11,25
31,0,25,10,25
35,0,26,10,25
41,0,25,10,25
47,0,23,11,24
54,0,22,12,24
57,0,21,9,21
60,0,20,7,20
63,0,18,5,18
62,0,18,5,18
62,0,18,6,18
62,0,18,6,18
62,0,17,9,17
62,0,17,11,17
62,0,17,13,17
66,0,17,13,17
69,0,18,13,18
73,0,18,14,18
64,0,18,13,18
55,0,20,13,20
47,0,22,13,24
44,0,24,12,25
42,0,25,12,26
40,0,26,12,26
39,0,26,10,26
39,0,25,8,26
39,0,26,7,26
42,0,25,8,25
45,0,24,9,25
47,0,23,9,24
50,0,21,10,21
53,0,20,10,20
55,0,19,10,19
62,0,19,10,19
68,0,18,9,18
75,0,17,9,17
79,0,17,9,17
83,0,16,10,16
87,0,16,10,16
80,0,16,11,16
72,0,16,12,16
65,0,16,12,16
53,0,17,14,17
41,0,19,15,19
29,0,21,16,24
28,0,23,15,24
27,0,25,14,25
25,0,27,13,26
27,0,27,11,26
29,0,26,9,26
31,0,26,8,25
34,0,26,8,25
36,0,24,9,24
39,0,22,10,24
42,0,21,10,21
45,0,19,9,19
48,0,18,9,18
51,0,18,9,18
55,0,17,10,17
58,0,16,10,16
60,0,16,9,16
62,0,15,8,15
65,0,15,8,15
61,0,16,9,16
56,0,15,10,15
52,0,16,11,16
47,0,17,12,17
42,0,19,12,19
37,0,22,12,24
34,0,24,11,25
32,0,25,10,25
29,0,27,9,26
32,0,27,7,27
35,0,27,6,26
38,0,26,4,26
43,0,25,4,26
48,0,24,4,25
53,0,22,4,25
54,0,21,5,24
55,0,21,5,21
56,0,19,6,19
58,0,18,7,18
59,0,18,8,18
61,0,17,9,17
66,0,17,9,17
72,0,17,9,17
77,0,17,8,17
75,0,18,8,18
73,0,18,8,18
72,0,18,8,18
64,0,19,8,19
56,0,21,9,24
49,0,24,9,25
44,0,26,7,26
40,0,27,5,27
36,0,29,3,28
37,0,28,3,28
38,0,27,3,27
40,0,27,3,27
44,0,27,3,26
49,0,25,3,26
53,0,24,4,25
55,0,22,3,25
57,0,20,3,20
59,0,20,2,20
59,0,19,3,19
59,0,19,4,19
59,0,19,5,19
59,0,18,6,18
60,0,18,6,18
61,0,17,6,17
59,0,19,7,19
57,0,20,8,20
55,0,20,9,20
50,0,21,10,21
45,0,22,12,25
39,0,25,14,26
38,0,26,12,27
37,0,28,9,28
36,0,29,7,29
37,0,29,7,28
39,0,28,7,28
41,0,28,6,28
44,0,27,6,27
47,0,26,6,27
50,0,25,5,26
52,0,24,6,25
54,0,23,6,25
56,0,22,6,25
59,0,21,6,24
61,0,21,6,21
63,0,20,6,20
63,0,20,7,20
63,0,19,7,19
63,0,19,8,19
59,0,20,9,20
54,0,20,9,20
50,0,20,10,20
47,0,21,10,21
44,0,23,10,25
41,0,26,11,26
40,0,27,8,27
38,0,28,6,28
37,0,30,3,30
39,0,29,3,29
40,0,29,4,29
42,0,28,4,28
44,0,28,4,28
46,0,27,4,27
48,0,26,4,26
52,0,24,3,25
55,0,23,2,25
58,0,22,1,25
58,0,22,3,24
57,0,21,4,24
57,0,21,6,21
57,0,20,7,20
58,0,20,7,20
58,0,19,8,19
59,0,20,9,20
59,0,20,9,20
59,0,20,9,20
55,0,21,12,21
51,0,23,15,25
47,0,26,13,26
44,0,28,13,28
42,0,28,9,28
40,0,29,5,29
43,0,28,4,28
46,0,29,3,29
49,0,28,1,28
50,0,28,3,28
51,0,27,5,28
53,0,26,7,27
55,0,24,6,25
57,0,23,6,25
59,0,22,5,25
61,0,22,5,25
63,0,22,5,24
66,0,21,4,24
67,0,21,4,21
69,0,20,3,20
70,0,20,2,20
65,0,21,3,24
60,0,21,4,24
55,0,22,4,25
50,0,23,5,25
46,0,25,5,26
42,0,27,5,28
39,0,29,6,29
36,0,30,8,30
33,0,31,9,30
35,0,30,10,29
37,0,30,12,29
39,0,29,13,29
43,0,28,12,28
48,0,27,10,27
52,0,25,9,26
53,0,23,7,25
54,0,23,6,25
56,0,22,4,25
56,0,22,5,24
57,0,21,5,24
57,0,21,5,21
58,0,21,5,21
58,0,20,5,20
59,0,20,5,20
56,0,19,5,19
53,0,20,4,20
50,0,20,4,20
45,0,21,7,24
39,0,23,9,25
34,0,26,7,26
33,0,29,10,28
33,0,29,13,28
32,0,30,16,29
34,0,28,18,27
36,0,28,17,28
37,0,27,16,27
39,0,26,13,26
40,0,25,10,25
42,0,23,7,24
42,0,22,6,24
42,0,21,5,21
43,0,20,4,20
45,0,20,4,20
47,0,19,4,19
50,0,19,4,19
49,0,18,4,18
49,0,18,4,18
49,0,17,4,17
45,0,18,6,18
41,0,17,9,17
37,0,17,11,17
32,0,17,11,17
26,0,20,11,20
21,0,22,10,23
21,0,24,9,24
20,0,26,9,24
20,0,27,8,25
21,0,28,8,26
21,0,26,9,25
22,0,26,9,25
22,0,25,10,24
22,0,23,12,23
22,0,21,13,22
24,0,20,11,20
26,0,18,9,18
29,0,18,7,18
30,0,17,8,17
32,0,16,9,16
34,0,16,9,16
36,0,15,10,15
37,0,15,11,15
39,0,14,12,14
38,0,14,12,14
38,0,14,12,14
38,0,14,12,14
32,0,15,12,15
27,0,18,12,18
22,0,20,13,20
21,0,22,12,23
20,0,24,11,24
19,0,25,11,24
20,0,26,10,25
21,0,26,9,24
22,0,25,9,24
22,0,25,10,24
22,0,23,7,23
22,0,21,12,22
24,0,20,10,20
26,0,18,9,18
28,0,17,8,17
30,0,17,8,17
32,0,16,8,16
34,0,16,8,16
35,0,15,7,15
35,0,15,6,15
36,0,14,5,14
35,0,14,7,14
34,0,14,9,14
33,0,15,11,15
30,0,16,11,16
27,0,18,12,18
24,0,21,13,23
24,0,23,12,24
24,0,25,11,24
23,0,26,10,25
25,0,27,9,26
27,0,26,9,25
28,0,26,8,25
29,0,25,8,24
30,0,24,8,24
31,0,22,8,23
31,0,20,7,20
31,0,19,7,19
31,0,18,6,18
32,0,17,7,17
32,0,17,8,17
33,0,16,9,16
33,0,15,10,15
32,0,15,11,15
32,0,14,11,14
32,0,14,11,14
32,0,14,11,14
32,0,14,11,14
29,0,15,11,15
26,0,18,11,18
23,0,21,12,23
22,0,23,11,23
21,0,25,11,24
19,0,26,10,25
21,0,27,10,25
22,0,26,10,25
24,0,26,10,25
27,0,25,9,24
29,0,24,8,24
32,0,22,7,23
32,0,20,7,20
32,0,19,7,19
32,0,18,8,18
33,0,18,8,18
34,0,17,8,17
35,0,16,8,16
35,0,16,9,16
36,0,15,9,15
36,0,15,9,15
37,0,14,9,14
37,0,15,9,15
38,0,16,9,16
33,0,17,10,17
29,0,18,11,18
25,0,22,12,23
23,0,24,12,24
21,0,25,12,24
19,0,27,12,25
20,0,27,10,25
21,0,27,9,25
23,0,26,8,25
25,0,26,7,25
28,0,24,6,24
30,0,23,5,23
31,0,20,5,20
32,0,19,5,19
32,0,18,4,18
